job_id,job_title,extracted_job_skills,experienced_level,extracted_job_skills_count,role_category,extracted_requirements,extracted_responsibilities
529,associate vice president risk analyst unit gnb,segment,unspecified,1,c-level / director,extensive credit and operating risk analysis in corporate banking field particularly multinationals segment this includes commercial lending credit structures risk assessment and trade finance evidence of working in close collaboration with relationship managers in analyzing credit risks and mitigation strategy indepth understanding of the local market vast industryspecific knowledge including regulatory landscape proven track record of managing healthy credit portfolios execution of solid credit analysis to suppo business growth and new to bank business acquisition execution of stresstesting and mediumtocomplex cashflow projections solid experience in the risk analysis role frontliner experience will be a plus point wide breadth of banking products knowledge particularly credit related products proactive welldeveloped interpersonal influencing and presentation skills with highly motivated and prepared to accept challenges mindset effective communication skills relevant risk management certification youll achieve more at hsbc hsbc is committed to building a culture where all employees are valued respected and every opinion counts we take pride in providing a workplace that fosters professional development flexible working and opportunities to grow within an inclusive and diverse environment we want everyone to achieve their potential with equality regardless of gender ethnicity disability religion age or any other trait protected by applicable law if you need any suppo or have any access requirements we encourage you to inform us through email at recruitmenthrd coid at the time of your application so that we can suppo you through your recruitment journey,global network banking is corporate and institutional bankings international proposition which aims to provide banking coverage to the subsidiaries of corporate and institutional banking customers within the large corporate and midmarket enterprise segments the global network banking strategy is to provide consistent in depth and dedicated coverage across the hsbc network with the end goal to deepen our relationship with our customers the global network banking business is a significant contributor of revenue to corporate and institutional banking and consists of a network of dedicated bankers across more than 40 countries the global network banking rau supports relationship managers in analyzing credit and operating risk of gnb cib borrowers and therefore minimize potential loss to the bank via a focused and independent credit risk analysis also leveraging on in depth knowledge of industry sectors the jobholder will be assigned a set of gnb borrowers portfolio and work closely with rms and credit approval on annual review andor new money from both existing and new names the aim is to suppo the overall gnb business strategy and achieve growth in a responsible and sustainable manner
530,senior risk analyst - kyc & ato,bigquery metabase looker,mid level,3,other,,
531,logistics analyst,excel,entry level,1,customer service,pendidikan min s1 sistem informatika atau jurusan terkait berpengalaman min 1 tahun sebagai logistics analyst mampu menganalisa yang berkaitan dengan logistics warehouse dan transport menguasai microsoft excel pivot ppt vlookuo bersedia bekerja di hari sabtu penempatan cengkareng jakarta barat,
532,claim analyst,tidak ada tools spesifik,unspecified,1,other,min d3 perawat kebidanan farmasi kesehatan masyarakat memiliki pengalaman yang relevan di bidang asuransi atau klaim menguasai ms office,
533,"analyst, compliance department",tidak ada tools spesifik,entry level,1,other,fresh graduate with bachelors degree from reputable university with minimum gpa of 325 out of 400 or equivalent having relevant experience in compliance area would be an advantage excellent analytical skills and demonstrable ability to make sound judgment ability to work both independently and as pa of a team including collaborating with compliance colleagues in regional office to suppo the business and deliver the function strong communications skills written and verbal and ability to manage wide range of stakeholders fluent in english both writing and speaking is a must mitsubishi ufj financial group mufg is an equal opportunity employer we view our employees as our key assets as they are fundamental to our longterm growth and success mufg is committed to hiring based on merit and organsational fit regardless of race religion or gender,suppo to record circulate and monitor submission result of local regulator inquiries information survey invitation etc which should be managed in order by sending response to each respective department and management prepare proper reporting and monitoring system on regulatory relationship activity assist to implement compliance checklist execute the compliance risk assessment and summary of result of periodical assessment compliance risk based which will analyze any continuous improvement and suppo by respective department monitor issue management and the completion of counter measure and action plan work in partnership with related working units to respond on head office or regulators request properly and in timely manner monitor regulatory reporting notification activity and seek any possible delay submission select samples of reporting to ensure completeness accuracy and timely reporting job requirements fresh graduate with bachelors degree from reputable university with minimum gpa of 325 out of 400 or equivalent having relevant experience in compliance area would be an advantage excellent analytical skills and demonstrable ability to make sound judgment ability to work both independently and as pa of a team including collaborating with compliance colleagues in regional office to suppo the business and deliver the function strong communications skills written and verbal and ability to manage wide range of stakeholders fluent in english both writing and speaking is a must mitsubishi ufj financial group mufg is an equal opportunity employer we view our employees as our key assets as they are fundamental to our longterm growth and success mufg is committed to hiring based on merit and organsational fit regardless of race religion or gender
534,"sr analyst, consulting - e&s",go,mid level,1,other,must have masters in environmental sciences preferrable secondary qualifications in related field pg diploma in social sciencesociology or environmental law 47 years experience in environmental permitting roles for power and oil gas excellent english speaking and repo writing skills ability to work with multicultural teams across different time zones and in a virtual setting good communication skills and personal presence for client interactions willingness to travel and multitask to meet tight timelines while working independently with minimal supervision minimum qualifications bachelors degree 24 years experience or masters degree 24 years experience in a businessconsulting environment all applicants must be able to complete preemployment onboarding requirements if selected which may include anyall of the following criminalcivil background check drug screen and motor vehicle records search in compliance with any applicable laws and regulations certifications certifications related to area of expertise where applicable preferred work environmentphysical demands bv office or client environment travel up to 100 competencies action oriented customer focus interpersonal savvy salary plan cst consulting job grade 002 bvh inc its subsidiaries and its affiliated companies complies with all equal employment opportunity eeo affirmative action laws and regulations black veatch does not discriminate on the basis of age race religion color sex national origin marital status genetic information sexual orientation gender identity and expression disability veteran status pregnancy status or other status protected by law black veatch is committed to being an employer of choice by creating a valuable work experience that keeps our people engaged productive safe and healthy we offer professionals an array of health and welfare benefits that vary based on their geographic region and employment status this may include health life accident and disability insurances paid time off financial programs and more professionals may also be eligible for a performancebased bonus program by valuing diverse voices and perspectives we cultivate an authentically inclusive environment for professionals and are able to provide innovative and effective solutions for clients,undertake lta lenders technical advisor environmental social due diligence esia suppo in environmental and permitting review in technical due diligence tdd and operations construction monitoring activities and reporting engagements compiling analysis and preparation of deliverables to contribute to the completion of multiple engagement phases of a project demonstrate capabilities with low level of supervision suppo sustainability and decarbonization related project activities guide and mentor more junior colleagues share specialist knowledge with the broader global advisory team suppo proposal development activities under the supervision of project and proposal management professionals consulting capability delivers or contributes to the development of work products throughout at least one phase of an engagement cofacilitates group discussions with team members or client representatives uses recognized methods to deliver work products contributes to risk and issue identification and synthesis of solutions industry knowledge capability delivers work products and demonstrates a broad knowledge of an industry or market including trends current state of the a and driving factors collects and analyzes information specific to the industry to recommend alternatives proactively develops additional knowledge applicable to the area of expertise project delivery manages personal accountabilities during at least one phase in an overall engagement ability to lead simple deliverables related to core competency management responsibilities individual contributor preferred qualifications must have masters in environmental sciences preferrable secondary qualifications in related field pg diploma in social sciencesociology or environmental law 47 years experience in environmental permitting roles for power and oil gas excellent english speaking and repo writing skills ability to work with multicultural teams across different time zones and in a virtual setting good communication skills and personal presence for client interactions willingness to travel and multitask to meet tight timelines while working independently with minimal supervision minimum qualifications bachelors degree 24 years experience or masters degree 24 years experience in a businessconsulting environment all applicants must be able to complete preemployment onboarding requirements if selected which may include anyall of the following criminalcivil background check drug screen and motor vehicle records search in compliance with any applicable laws and regulations certifications certifications related to area of expertise where applicable preferred work environmentphysical demands bv office or client environment travel up to 100 competencies action oriented customer focus interpersonal savvy salary plan cst consulting job grade 002 bvh inc its subsidiaries and its affiliated companies complies with all equal employment opportunity eeo affirmative action laws and regulations black veatch does not discriminate on the basis of age race religion color sex national origin marital status genetic information sexual orientation gender identity and expression disability veteran status pregnancy status or other status protected by law black veatch is committed to being an employer of choice by creating a valuable work experience that keeps our people engaged productive safe and healthy we offer professionals an array of health and welfare benefits that vary based on their geographic region and employment status this may include health life accident and disability insurances paid time off financial programs and more professionals may also be eligible for a performancebased bonus program by valuing diverse voices and perspectives we cultivate an authentically inclusive environment for professionals and are able to provide innovative and effective solutions for clients
535,"manager, equity analyst",tidak ada tools spesifik,unspecified,1,manager / lead,,
536,lowongan kerja credit analyst,excel,mid level,1,other,minimum a bachelors degree from top local or overseas universities with an excellent gpa having experience in dealer financing business with minimum 2 years related with credit analyst or credit operation experience advanced in microsoft excel skills ms word is a must and high understanding of financial statements and business process possess good knowledge in credit analysis fraud anomalies fraud detection superb attention to detail and interest in analyzing customer data highly responsible integrity committed disciplined care about doing an excellent job and exceeding expectations with the quality of what you do in fastpaced environment solid oral and written communication skills and ability to communicate the credit recommendation properly backed up with strong judgement,conduct daily reviews and make credit decisions for all incoming applications in the pipeline based on applicable credit policies and sop thoroughly analyzing and assessing credit worthiness of debtor through detail analysis of credit performance in bureau character income collateral and repayment capacity maintain the daily targeted numbers of incoming applications to be reviewed as well as comitted sla performing knowyourcustomer kyc process document authentication data verification pv or survey result fraud detection and assesing for any potential credit losses work independently and in a team environment to meet established objectives kpi and quality performance indicators with ensuring adherence to policy implementation provide recommendations for approval or not on the results of credit analysis that has been carried out from a legal financial business and background perspective of the prospective customer can propose a mitigation proposal for financing customers for minimize the risk of lending and able to communicate the solution to salesmarketingbusiness
537,lowongan kerja economic analyst economic research ahli econom pendidikan s2...,r,mid level,1,other,yang harus anda penuhi untuk mendaftar lowongan kerja economic analyst economic research ahli econom pendidikan s ekonomi jakarta agustus 2025 pt swakarya insan mandiri jakarta yang dibuka pada bulan agustus 2025 ini,about us the kraft keraton at the plaza jakarta dibuka 10 juli 2025 summary you will be responsible to provide an excellent and consistent level of service to your customers the front office host is responsible to contribute impack pratama industri jakarta dibuka 10 juli 2025 work at impack impack is a company deeply committed to progress and dynamic growth our workplace fosters an environment where your potential takes center stage impack pratama industri jakarta dibuka 10 juli 2025 work at impack impack is a company deeply committed to progress and dynamic growth our workplace fosters an environment where your potential takes center stage ajaib jakarta dibuka 10 juli 2025 company overview ajaib a leading indonesian fintech company is revolutionizing the financial landscape for retail investors we are looking for a talented senior front end
538,"hr analyst - monitoring kpi, sop & compliance",excel,mid level,1,hr / recruiter,umum pendidikan minimal s1 psikologi manajemen sdm hukum atau bidang terkait pengalaman kerja di bidang hrd minimal 23 tahun terbiasa bekerja dengan sistem dan data analisis kpi laporan evaluasi memahami sop alur kerja perusahaan serta proses hr teliti detail oriented dan memiliki kemampuan analisis yang kuat mampu bekerja dengan deadline dan target memiliki kemampuan komunikasi yang baik lisan maupun tulisan mampu berkoordinasi dengan lintas departemen menguasai ms excel google sheet dan sistem hris lebih diutamakan job focus monitoring dan evaluasi pencapaian kpi tiap departemenindividu memastikan seluruh sop perusahaan dijalankan sesuai standar melakukan analisis data kpi sebagai bahan evaluasi kinerja menyusun laporan berkala kepada manajemen terkait progres kpi dan kepatuhan sop memonitoring how to manual peraturan perusahaan dan kebijakan perusahaan lainnya agar dijalankan dengan konsisten memberikan rekomendasi perbaikan atas pelaksanaan sop kpi dan kebijakan perusahaan benefit yang didapat gaji kompetitif sesuai pengalaman dan kemampuan bpjs kesehatan ketenagakerjaan fasilitas kerja lengkap laptop smartphone software hris tunjangan hari raya thr akses ke program pelatihan profesional peluang pengembangan karir lingkungan kerja yang dinamis profesional dan penuh peluang,
539,account receivable analyst,sql oracle excel,mid level,3,other,pendidikan minimal s1 akuntansi keuangan manajemen sistem informasi memiliki pengalaman kerja minimal 23 tahun di bidang account receivable finance analyst atau credit collection memahami proses akuntansi piutang collection dan rekonsiliasi menguasai excel dan memahami sql query data untuk analisis memiliki kemampuan analisis data yang kuat serta detailoriented terbiasa membuat laporan manajemen dan presentasi dengan jelas serta terstruktur memiliki komunikasi dan negosiasi yang baik dalam berkoordinasi dengan internal maupun eksternal customer mampu bekerja secara mandiri maupun tim serta terbiasa bekerja dengan deadline lebih disukai jika memiliki pengalaman menggunakan erp sap oracle sistem keuangan lainnya berintegritas tinggi proaktif dan memiliki problemsolving yang baik,
540,data analyst,sql tableau looker python r power bi excel,unspecified,7,data analyst,mahir bahasa inggris wajib menguasai sql excel dan bahasa pemrograman seperti python atau r diutamakan pengalaman menggunakan alat visualisasi data misalnya tableau power bi looker memiliki pengalaman dalam data scraping dari berbagai sumber kemampuan analitis dan pemecahan masalah yang kuat komunikatif dan mampu menjelaskan temuan data ke pihak nonteknis penempatan surabaya barat priawanita berpengalaman smasmk 25 35 tahun kandidat wajib upload foto radius 10 km dari penempatan kerja,
541,business analyst,tidak ada tools spesifik,mid level,1,business analyst,1 pendidikan minimal s1 sistem informasiitteknik industri atau bidang relevan lainnya 2 memiliki pengalaman kerja diposisi sama minimal 2 tahun 3 berpengalaman di perusahaan manufaktur 4 memiliki pengalaman dalam merancang dan mengimplementasikan proses bisnis yang efisien serta perbaikan proses menggunakan program erp 5 familiar dengan program erp seperti odoo sap menjadi nilai tambah 6 memiliki pengalaman dalam perbaikan dan pengembangan sistem akuntansi 7 memiliki analisa dan komunikasi yang baik 8 proaktif dan inovatif,s melakukan identifikasi kondisi aktual proses melakukan improvement bisnis proses berdiskusi dengan team untuk menetapkan perbaikan bisnis proses membuat simulasi program melakukan validasi program melakukan training penggunaan program melakukan pendampingan pelaksanaan otomasi bisnis proses hingga proses berjalan 100 membuat manual penggunaan program kami mencari kandidat yang detail analitis dan memiliki semangat untuk membawa perubahan ke arah digitalisasi
542,purchasing/ buyer - data analyst,sql tableau google data studio power bi excel,entry level,5,data analyst,,
543,market research analyst,tidak ada tools spesifik,entry level,1,researcher,pekerjaan mencari kandidat untuk bekerja pada senin pagi selasa pagi rabu pagi kamis pagi jumat pagi sabtu pagi laporan market review atas hasil survey mencakup tinjauan pasar para pesaing dan posisi brand perusahaan dalam persaingan menganalisa dan memantau hasil pencapaian atas produk yang telah dilaunching,
544,solution analyst corporate it&is,sql excel,unspecified,2,other,document interfaces and technical lead and guide the team to provide solutions in the application collaborate with internal teams to produce and deliver the best solution comprehensive testing programs train users on the new applications and provide support conduct comparisons between vendors cost and benefit analysis minimum qualifications bachelors degree in computer science information system computerized accounting with gpa 300 mastering the basics of sql statement understand database design concepts and techniques and be able to create documentation in the form of erd understand the forms of transactions and application reports and can make prototyping transactions and reports using ms excel have the ability to make application design documentation excellent analytical skills a good problemsolving attitude,examine and evaluate current systems identify system requirements document interfaces and technical lead and guide the team to provide solutions in the application collaborate with internal teams to produce and deliver the best solution comprehensive testing programs train users on the new applications and provide support conduct comparisons between vendors cost and benefit analysis minimum qualifications bachelors degree in computer science information system computerized accounting with gpa 300 mastering the basics of sql statement understand database design concepts and techniques and be able to create documentation in the form of erd understand the forms of transactions and application reports and can make prototyping transactions and reports using ms excel have the ability to make application design documentation excellent analytical skills a good problemsolving attitude
545,sales analyst,excel,entry level,1,sales / bd,s1 segala jurusan diutamakan teknikstatistika ipk minimal 300 terbuka untuk fresh graduate memiliki kemampuan analisa yang baik dan menyukai pekerjaan berkaitan dengan data mahir menggunakan rumusrumus ms excel perhatian terhadap detail teliti ulet dan disiplin penempatan di surabaya,
546,web developer - data analyst - tele marketing - head marketing,sql tableau google data studio python r excel javascript,mid level,7,data analyst,,
547,senior system analyst,sql server api sql pentaho tableau power bi mysql postgresql,mid level,8,business analyst,gathering dengan user ict pet lalu menyusunnya dalam dokumen requirement initiation checklist ric menganalisis kebutuhan bisnis dan menerjemahkannya menjadi technical specification design tsd mendesain alur sistem integrasi aplikasi dan uiux sesuai kebutuhan proyek berkoordinasi dengan programmer untuk memastikan solusi teknis sesuai dengan fsd project charter terlibat dalam proses quality assurance qa review coding serta validasi hasil development sebelum deployment memberikan konsultasi asistensi dokumentasi serta knowledge transfer kepada user ict pet skillset platform aplikasisistem aspnet beseta seluruh framework turunannya hybrid mobile apps framework ios android dan berbagai database platform sql server mysql oracledb postgresql nosql dll middleware application integration api gateway pentaho data integration tableau power bi data streaming message queueing artificial intelligence machine learning dengan menggunakan konsep secdevops micro services background experience minimal s1 it dengan pengalaman 3 tahun pengalaman minimal 2 tahun sebagai system analyst memahami integrasi sistem menggunakan web service api gateway application integration familiar dengan pentaho data integration tableau power bi data streaming message queueing memiliki kemampuan komunikasi dokumentasi yang baik,melakukan business requirement gathering dengan user ict pet lalu menyusunnya dalam dokumen requirement initiation checklist ric menganalisis kebutuhan bisnis dan menerjemahkannya menjadi technical specification design tsd mendesain alur sistem integrasi aplikasi dan uiux sesuai kebutuhan proyek berkoordinasi dengan programmer untuk memastikan solusi teknis sesuai dengan fsd project charter terlibat dalam proses quality assurance qa review coding serta validasi hasil development sebelum deployment memberikan konsultasi asistensi dokumentasi serta knowledge transfer kepada user ict pet skillset platform aplikasisistem aspnet beseta seluruh framework turunannya hybrid mobile apps framework ios android dan berbagai database platform sql server mysql oracledb postgresql nosql dll middleware application integration api gateway pentaho data integration tableau power bi data streaming message queueing artificial intelligence machine learning dengan menggunakan konsep secdevops micro services background experience minimal s1 it dengan pengalaman 3 tahun pengalaman minimal 2 tahun sebagai system analyst memahami integrasi sistem menggunakan web service api gateway application integration familiar dengan pentaho data integration tableau power bi data streaming message queueing memiliki kemampuan komunikasi dokumentasi yang baik
548,dispatch analyst gl,tidak ada tools spesifik,entry level,1,other,,
549,as400 system analyst (integrator) - banking industry,api,senior level,1,business analyst,education minimum bachelors degree in computer science information technology engineering or related field good communication skill in english written and spoken required for communication with local regional and headquarter teams experience minimum 5 years of experience as as400 system analyst experience in system integration projects is preferable experience in software development project in banking industry is preferable key responsibilities responsible to suppo system integration initiatives ensuring seamless connectivity across platforms design and optimize system solutions addressing technical challenges with innovative approaches develop and maintain system architecture for scalable and secure environments collaborate with crossfunctional teams to align technical solutions with business needs document technical specifications and reports with clarity and precision skills mandatory programming skills on rpg proven experience in system integrations ideally within financial or payment domains strong command of english spoken and written expertise in system solution design and optimization proficiency in creating system architecture for complex systems handson experience with api development and integration rest soap familiarity with microservices architecture and related technologies is preferred solid experience with as400 ibm iseries operations and development knowledge of impact analysis methodologies for integrated systems excellent collaboration skills across business and technical teams strong documentation and analytical capabilities,responsible to suppo system integration initiatives ensuring seamless connectivity across platforms design and optimize system solutions addressing technical challenges with innovative approaches develop and maintain system architecture for scalable and secure environments collaborate with crossfunctional teams to align technical solutions with business needs document technical specifications and reports with clarity and precision skills mandatory programming skills on rpg proven experience in system integrations ideally within financial or payment domains strong command of english spoken and written expertise in system solution design and optimization proficiency in creating system architecture for complex systems handson experience with api development and integration rest soap familiarity with microservices architecture and related technologies is preferred solid experience with as400 ibm iseries operations and development knowledge of impact analysis methodologies for integrated systems excellent collaboration skills across business and technical teams strong documentation and analytical capabilities
550,supply chain analyst,tidak ada tools spesifik,unspecified,1,other,pekerjaan mencari kandidat untuk bekerja pada senin pagi selasa pagi rabu pagi kamis pagi jumat pagi sabtu pagi bertanggung jawab atas perencanaan mutu dari awal produk dirancang sampai ke customer melaksanakan dan memastikan standard mutu dijalankan,
551,business analyst supervisor di jakarta (wfo),tidak ada tools spesifik,mid level,1,business analyst,1 pendidikan minimal s12 usia maksimal 30 tahun3 pengalaman minimal 3 tahun di industri otomotif dealer 4w lebih diutamakan4 memahami erpodoo priawanita berpengalaman s1 20 45 tahun terima kandidat tanpa foto diri provinsi sesuai penempatan kerja dki jakarta,
552,lending operations analyst,tidak ada tools spesifik,unspecified,1,operations / project management,,
553,senior business analyst,sql,mid level,1,business analyst,from stakeholders into dashboardsreports act as the primary liaison between business stakeholders and the engineeringproduct teams ensuring solutions accurately reflect business needs create and maintain key ba artefacts including process flows functional specifications and business rules documentation,take ownership projects from initial concept through to delivery elicit analyse and document business requirements from stakeholders into dashboardsreports act as the primary liaison between business stakeholders and the engineeringproduct teams ensuring solutions accurately reflect business needs create and maintain key ba artefacts including process flows functional specifications and business rules documentation
554,customer solutions analyst,tidak ada tools spesifik,entry level,1,other,minimum 1 year of relevant work experience fresh graduates may still be considered experienced in the property industry or tenant relations is a plus strong communication and interpersonal skills empathetic and peopleoriented able to respond and resolve issues quickly excellent problemsolving skills and attention to detail willing to work onsite in kebon jeruk jakarta barat,serve as the primary point of contact for tenants addressing inquiries concerns and requests promptly and professionally build and maintain positive relationships with tenants ensuring a high level of satisfaction resolve tenant issues with empathy and effective problemsolving skills coordinate with internal teams to address maintenance billing or servicerelated concerns facilitate smooth communication between tenants and the property management team provide detailed explanations of property policies procedures and updates handle complaints or disputes with a persuasive and solutionoriented approach contribute to customer retention strategies by delivering excellent service minimum qualifications minimum 1 year of relevant work experience fresh graduates may still be considered experienced in the property industry or tenant relations is a plus strong communication and interpersonal skills empathetic and peopleoriented able to respond and resolve issues quickly excellent problemsolving skills and attention to detail willing to work onsite in kebon jeruk jakarta barat
555,"sr analyst, consulting - decarbonization",go,mid level,1,other,preferred skills proficient technical or functional knowledge in one or more target industries knowledge base in one or more solution areas general knowledge of customers in one or more target industries proficiency in one aspect of consulting processes human relations skills including collaboration and team functions understanding of team function and operation in an engagement environment ability to operate multiple software packages advanced pc literacy preferred consultant skills business acumen comfo around higher management dealing with ambiguity learning on the fly minimum qualifications bachelors degree 24 years experience or masters degree 24 years experience in a businessconsulting environment all applicants must be able to complete preemployment onboarding requirements if selected which may include anyall of the following criminalcivil background check drug screen and motor vehicle records search in compliance with any applicable laws and regulations certifications certifications related to area of expertise where applicable preferred work environmentphysical demands bv office or client environment travel up to 100 competencies action oriented customer focus interpersonal savvy salary plan cst consulting bvh inc its subsidiaries and its affiliated companies complies with all equal employment opportunity eeo affirmative action laws and regulations black veatch does not discriminate on the basis of age race religion color sex national origin marital status genetic information sexual orientation gender identity and expression disability veteran status pregnancy status or other status protected by law black veatch is committed to being an employer of choice by creating a valuable work experience that keeps our people engaged productive safe and healthy we offer professionals an array of health and welfare benefits that vary based on their geographic region and employment status this may include health life accident and disability insurances paid time off financial programs and more professionals may also be eligible for a performancebased bonus program by valuing diverse voices and perspectives we cultivate an authentically inclusive environment for professionals and are able to provide innovative and effective solutions for clients,consulting capability delivers or contributes to the development of work products throughout at least one phase of an engagement cofacilitates group discussions with team members or client representatives uses recognized methods to deliver work products contributes to risk and issue identification and synthesis of solutions industry knowledge capability delivers work products and demonstrates a broad knowledge of an industry collects and analyzes information specific to the industry to recommend alternatives proactively develops additional knowledge applicable to the area of expertise project delivery manages personal accountabilities during at least one phase in an overall engagement scope billable hours target established in annual goal setting process generally works on 13 concurrent projects management responsibilities individual contributor preferred qualifications preferred skills proficient technical or functional knowledge in one or more target industries knowledge base in one or more solution areas general knowledge of customers in one or more target industries proficiency in one aspect of consulting processes human relations skills including collaboration and team functions understanding of team function and operation in an engagement environment ability to operate multiple software packages advanced pc literacy preferred consultant skills business acumen comfo around higher management dealing with ambiguity learning on the fly minimum qualifications bachelors degree 24 years experience or masters degree 24 years experience in a businessconsulting environment all applicants must be able to complete preemployment onboarding requirements if selected which may include anyall of the following criminalcivil background check drug screen and motor vehicle records search in compliance with any applicable laws and regulations certifications certifications related to area of expertise where applicable preferred work environmentphysical demands bv office or client environment travel up to 100 competencies action oriented customer focus interpersonal savvy salary plan cst consulting bvh inc its subsidiaries and its affiliated companies complies with all equal employment opportunity eeo affirmative action laws and regulations black veatch does not discriminate on the basis of age race religion color sex national origin marital status genetic information sexual orientation gender identity and expression disability veteran status pregnancy status or other status protected by law black veatch is committed to being an employer of choice by creating a valuable work experience that keeps our people engaged productive safe and healthy we offer professionals an array of health and welfare benefits that vary based on their geographic region and employment status this may include health life accident and disability insurances paid time off financial programs and more professionals may also be eligible for a performancebased bonus program by valuing diverse voices and perspectives we cultivate an authentically inclusive environment for professionals and are able to provide innovative and effective solutions for clients
556,organizational development specialist,unspecified,unspecified,1,other,,
557,business analyst,unspecified,unspecified,1,business analyst,,
558,sales executive,unspecified,unspecified,1,sales / bd,,
559,english teacher,unspecified,unspecified,1,education / trainer,,
560,site reliability engineer ,unspecified,unspecified,1,devops / cloud engineer,,
561,assistant manager,unspecified,unspecified,1,manager / lead,,
562,senior backend developer,unspecified,unspecified,1,backend developer,,
563,qa engineer,unspecified,unspecified,1,qa / test engineer,,
564,data engineer,unspecified,unspecified,1,data engineer,,
565,business operations,unspecified,unspecified,1,operations / project management,,
566,assistant brand manager,unspecified,unspecified,1,manager / lead,,
567,software engineer,unspecified,unspecified,1,software engineer,,
568,backend developer,unspecified,unspecified,1,backend developer,,
569,social media content creator,unspecified,unspecified,1,other,,
570,supervisor,unspecified,unspecified,1,other,,
571,senior it specialist/technical team lead,unspecified,unspecified,1,manager / lead,,
572,engineering manager,unspecified,unspecified,1,manager / lead,,
573,insurance agent,unspecified,unspecified,1,other,,
574,laboratory technician,unspecified,unspecified,1,other,,
575,associate,unspecified,unspecified,1,other,,
576,enterprise sales manager,unspecified,unspecified,1,manager / lead,,
577,technical program manager,unspecified,unspecified,1,manager / lead,,
578,manager credit,unspecified,unspecified,1,manager / lead,,
579,asisstant manager,unspecified,unspecified,1,manager / lead,,
580,petroleum engineer,unspecified,unspecified,1,other,,
581,qa analyst,unspecified,unspecified,1,other,,
582,operations,unspecified,unspecified,1,operations / project management,,
583,senior data engineer,unspecified,unspecified,1,data engineer,,
584,data analyst,unspecified,unspecified,1,data analyst,,
585,business development associate,unspecified,unspecified,1,sales / bd,,
586,laboratory assistant,unspecified,unspecified,1,other,,
587,native english teacher,unspecified,unspecified,1,education / trainer,,
588,general affairs associate,unspecified,unspecified,1,other,,
589,frontend developer,unspecified,unspecified,1,frontend developer,,
590,quality engineer 1,unspecified,unspecified,1,other,,
591,senior project manager,unspecified,unspecified,1,manager / lead,,
592,senior curriculum developer,unspecified,unspecified,1,other,,
593,merchandiser ,unspecified,unspecified,1,other,,
594,assistant brand manager,unspecified,unspecified,1,manager / lead,,
595,customer success specialist,unspecified,unspecified,1,other,,
596,motion graphics designer,unspecified,unspecified,1,customer service,,
597,quality assurance,unspecified,unspecified,1,qa / test engineer,,
598,research associate,unspecified,unspecified,1,other,,
599,android software engineer,unspecified,unspecified,1,software engineer,,
600,senior lecturer,unspecified,unspecified,1,education / trainer,,
601,sales executive,unspecified,unspecified,1,sales / bd,,
602,online english teacher,unspecified,unspecified,1,education / trainer,,
603,analyst programmer,unspecified,unspecified,1,other,,
604,marketing manager,unspecified,unspecified,1,manager / lead,,
605,software engineer,unspecified,unspecified,1,software engineer,,
606,head of engineering - digital,unspecified,unspecified,1,manager / lead,,
607,office administration,unspecified,unspecified,1,admin / secretary,,
608,regulatory reporting manager,unspecified,unspecified,1,manager / lead,,
609,aircraft engineer,unspecified,unspecified,1,other,,
610,brand manager,unspecified,unspecified,1,manager / lead,,
611,graphic designer,unspecified,unspecified,1,other,,
612,engineering manager,unspecified,unspecified,1,manager / lead,,
613,account manager,unspecified,unspecified,1,manager / lead,,
614,specialist consultant,unspecified,unspecified,1,other,,
615,regional trade activation manager,unspecified,unspecified,1,manager / lead,,
616,ip engineer,unspecified,unspecified,1,other,,
617,ios engineer,unspecified,unspecified,1,other,,
618,business development assistant manager,unspecified,unspecified,1,manager / lead,,
619,sales supervisor,unspecified,unspecified,1,sales / bd,,
620,business development assistant manager,unspecified,unspecified,1,manager / lead,,
621,internal auditor,unspecified,unspecified,1,finance / accounting,,
622,assistant brand manager,unspecified,unspecified,1,manager / lead,,
623,product manager,unspecified,unspecified,1,product manager,,
624,insurance agent,unspecified,unspecified,1,other,,
625,software development engineer in test,unspecified,unspecified,1,other,,
626,legal officer,unspecified,unspecified,1,other,,
627,graphic designer,unspecified,unspecified,1,other,,
628,junior officer - administrative,unspecified,unspecified,1,admin / secretary,,
629,full stack engineer,unspecified,unspecified,1,fullstack developer,,
630,field education consultant,unspecified,unspecified,1,other,,
631,senior software engineer,unspecified,unspecified,1,software engineer,,
632,technician,unspecified,unspecified,1,other,,
633,senior data analyst,unspecified,unspecified,1,data analyst,,
634,bi analytics analyst,unspecified,unspecified,1,customer service,,
635,software engineer,unspecified,unspecified,1,software engineer,,
636,cyber security engineer,unspecified,unspecified,1,security engineer,,
637,software development engineer in test,unspecified,unspecified,1,other,,
638,content specialist,unspecified,unspecified,1,other,,
639,civil/structural engineer,unspecified,unspecified,1,other,,
640,international mobility advisor,unspecified,unspecified,1,other,,
641,drilling supervisor,unspecified,unspecified,1,other,,
642,senior software engineer,unspecified,unspecified,1,software engineer,,
643,senior business analyst,unspecified,unspecified,1,business analyst,,
644,finance manager,unspecified,unspecified,1,manager / lead,,
645,business development associate,unspecified,unspecified,1,sales / bd,,
646,product operations,unspecified,unspecified,1,operations / project management,,
647,internal auditor,unspecified,unspecified,1,finance / accounting,,
648,legal ,unspecified,unspecified,1,other,,
649,marketing manager,unspecified,unspecified,1,manager / lead,,
650,marketing,unspecified,unspecified,1,other,,
651,staff accountant,unspecified,unspecified,1,finance / accounting,,
652,assistant sales manager,unspecified,unspecified,1,manager / lead,,
